gameNumber,result,type,Color,expe
20241117100050518,3,Small,green,a
20241117100050517,4,Small,red,a
20241117100050516,3,Small,green,a
20241117100050515,5,Big,green,pink
20241117100050514,6,Big,red,a
20241117100050513,1,Small,green,a
20241117100050512,2,Small,red,a
20241117100050511,7,Big,green,a
20241117100050510,3,Small,green,a
20241117100050509,7,Big,green,a
20241117100050508,9,Big,green,a
20241117100050507,5,Big,green,pink
20241117100050506,0,Small,red,pink
20241117100050505,2,Small,red,a
20241117100050504,5,Big,green,pink
20241117100050503,6,Big,red,a
20241117100050502,8,Big,red,a
20241117100050501,0,Small,red,pink
20241117100050500,3,Small,green,a
20241117100050499,0,Small,red,pink
20241117100050498,9,Big,green,a
20241117100050497,9,Big,green,a
20241117100050496,8,Big,red,a
20241117100050495,6,Big,red,a
20241117100050494,2,Small,red,a
20241117100050493,6,Big,red,a
20241117100050492,2,Small,red,a
20241117100050491,8,Big,red,a
20241117100050490,4,Small,red,a
20241117100050489,0,Small,red,pink
20241117100050488,9,Big,green,a
20241117100050487,6,Big,red,a
20241117100050486,3,Small,green,a
20241117100050485,6,Big,red,a
20241117100050484,1,Small,green,a
20241117100050483,5,Big,green,pink
20241117100050482,3,Small,green,a
20241117100050481,7,Big,green,a
20241117100050480,1,Small,green,a
20241117100050479,8,Big,red,a
20241117100050478,9,Big,green,a
20241117100050477,1,Small,green,a
20241117100050476,6,Big,red,a
20241117100050475,0,Small,red,pink
20241117100050474,0,Small,red,pink
20241117100050473,4,Small,red,a
20241117100050472,1,Small,green,a
20241117100050471,0,Small,red,pink
20241117100050470,2,Small,red,a
20241117100050469,7,Big,green,a
20241117100050468,9,Big,green,a
20241117100050467,2,Small,red,a
20241117100050466,1,Small,green,a
20241117100050465,7,Big,green,a
20241117100050464,7,Big,green,a
20241117100050463,6,Big,red,a
20241117100050462,0,Small,red,pink
20241117100050461,4,Small,red,a
20241117100050460,1,Small,green,a
20241117100050459,2,Small,red,a
20241117100050458,3,Small,green,a
20241117100050457,9,Big,green,a
20241117100050456,2,Small,red,a
20241117100050455,9,Big,green,a
20241117100050454,2,Small,red,a
20241117100050453,1,Small,green,a
20241117100050452,6,Big,red,a
20241117100050451,7,Big,green,a
20241117100050450,4,Small,red,a
20241117100050449,5,Big,green,pink
20241117100050448,9,Big,green,a
20241117100050447,9,Big,green,a
20241117100050446,7,Big,green,a
20241117100050445,3,Small,green,a
20241117100050444,2,Small,red,a
20241117100050443,4,Small,red,a
20241117100050442,8,Big,red,a
20241117100050441,3,Small,green,a
20241117100050440,6,Big,red,a
20241117100050439,2,Small,red,a
20241117100050438,7,Big,green,a
20241117100050437,5,Big,green,pink
20241117100050436,7,Big,green,a
20241117100050435,1,Small,green,a
20241117100050434,4,Small,red,a
20241117100050433,7,Big,green,a
20241117100050432,5,Big,green,pink
20241117100050431,2,Small,red,a
20241117100050430,7,Big,green,a
20241117100050429,0,Small,red,pink
20241117100050428,8,Big,red,a
20241117100050427,8,Big,red,a
20241117100050426,0,Small,red,pink
20241117100050425,8,Big,red,a
20241117100050424,1,Small,green,a
20241117100050423,8,Big,red,a
20241117100050422,0,Small,red,pink
20241117100050421,5,Big,green,pink
20241117100050420,4,Small,red,a
20241117100050419,8,Big,red,a
20241117100050418,9,Big,green,a
20241117100050417,4,Small,red,a
20241117100050416,7,Big,green,a
20241117100050415,1,Small,green,a
20241117100050414,3,Small,green,a
20241117100050413,8,Big,red,a
20241117100050412,1,Small,green,a
20241117100050411,6,Big,red,a
20241117100050410,0,Small,red,pink
20241117100050409,0,Small,red,pink
20241117100050408,1,Small,green,a
20241117100050407,1,Small,green,a
20241117100050406,6,Big,red,a
20241117100050405,4,Small,red,a
20241117100050404,0,Small,red,pink
20241117100050403,3,Small,green,a
20241117100050402,7,Big,green,a
20241117100050401,9,Big,green,a
20241117100050400,6,Big,red,a
20241117100050399,4,Small,red,a
20241117100050398,5,Big,green,pink
20241117100050397,9,Big,green,a
20241117100050396,7,Big,green,a
20241117100050395,7,Big,green,a
20241117100050394,6,Big,red,a
20241117100050393,5,Big,green,pink
20241117100050392,2,Small,red,a
20241117100050391,6,Big,red,a
20241117100050390,1,Small,green,a
20241117100050389,1,Small,green,a
20241117100050388,4,Small,red,a
20241117100050387,5,Big,green,pink
20241117100050386,7,Big,green,a
20241117100050385,5,Big,green,pink
20241117100050384,1,Small,green,a
20241117100050383,2,Small,red,a
20241117100050382,1,Small,green,a
20241117100050381,3,Small,green,a
20241117100050380,1,Small,green,a
20241117100050379,3,Small,green,a
20241117100050378,4,Small,red,a
20241117100050377,2,Small,red,a
20241117100050376,5,Big,green,pink
20241117100050375,6,Big,red,a
20241117100050374,5,Big,green,pink
20241117100050373,4,Small,red,a
20241117100050372,7,Big,green,a
20241117100050371,3,Small,green,a
20241117100050370,7,Big,green,a
20241117100050369,0,Small,red,pink
20241117100050368,1,Small,green,a
20241117100050367,9,Big,green,a
20241117100050366,3,Small,green,a
20241117100050365,7,Big,green,a
20241117100050364,2,Small,red,a
20241117100050363,4,Small,red,a
20241117100050362,4,Small,red,a
20241117100050361,2,Small,red,a
20241117100050360,2,Small,red,a
20241117100050359,5,Big,green,pink
20241117100050358,7,Big,green,a
20241117100050347,0,Small,red,pink
20241117100050346,9,Big,green,a
20241117100050345,9,Big,green,a
20241117100050344,4,Small,red,a
20241117100050343,8,Big,red,a
20241117100050342,9,Big,green,a
20241117100050341,5,Big,green,pink
20241117100050340,4,Small,red,a
20241117100050339,3,Small,green,a
20241117100050338,6,Big,red,a
20241117100050337,5,Big,green,pink
20241117100050336,2,Small,red,a
20241117100050335,4,Small,red,a
20241117100050334,3,Small,green,a
20241117100050333,4,Small,red,a
20241117100050332,6,Big,red,a
20241117100050331,3,Small,green,a
20241117100050330,8,Big,red,a
20241117100050329,7,Big,green,a
20241117100050328,8,Big,red,a
20241117100050327,8,Big,red,a
20241117100050326,9,Big,green,a
20241117100050325,7,Big,green,a
20241117100050324,7,Big,green,a
20241117100050323,9,Big,green,a
20241117100050322,7,Big,green,a
20241117100050321,5,Big,green,pink
20241117100050320,1,Small,green,a
20241117100050319,7,Big,green,a
20241117100050318,8,Big,red,a
20241117100050317,7,Big,green,a
20241117100050316,3,Small,green,a
20241117100050315,6,Big,red,a
20241117100050314,0,Small,red,pink
20241117100050313,8,Big,red,a
20241117100050312,6,Big,red,a
20241117100050311,6,Big,red,a
20241117100050310,4,Small,red,a
20241117100050309,9,Big,green,a
20241117100050308,3,Small,green,a
20241117100050307,5,Big,green,pink
20241117100050306,3,Small,green,a
20241117100050305,8,Big,red,a
20241117100050304,8,Big,red,a
20241117100050303,2,Small,red,a
20241117100050302,5,Big,green,pink
20241117100050301,2,Small,red,a
20241117100050300,3,Small,green,a
20241117100050299,6,Big,red,a
20241117100050298,6,Big,red,a
20241117100050297,6,Big,red,a
20241117100050296,5,Big,green,pink
20241117100050295,4,Small,red,a
20241117100050294,9,Big,green,a
20241117100050293,5,Big,green,pink
20241117100050292,0,Small,red,pink
20241117100050291,4,Small,red,a
20241117100050290,5,Big,green,pink
20241117100050289,4,Small,red,a
20241117100050288,0,Small,red,pink
20241117100050287,3,Small,green,a
20241117100050286,2,Small,red,a
20241117100050285,5,Big,green,pink
20241117100050284,2,Small,red,a
20241117100050283,0,Small,red,pink
20241117100050282,0,Small,red,pink
20241117100050281,9,Big,green,a
20241117100050280,1,Small,green,a
20241117100050279,9,Big,green,a
20241117100050278,3,Small,green,a
20241117100050277,4,Small,red,a
20241117100050276,5,Big,green,pink
20241117100050275,5,Big,green,pink
20241117100050274,1,Small,green,a
20241117100050273,7,Big,green,a
20241117100050272,0,Small,red,pink
20241117100050271,0,Small,red,pink
20241117100050270,4,Small,red,a
20241117100050269,6,Big,red,a
20241117100050268,2,Small,red,a
20241117100050257,6,Big,red,a
20241117100050256,6,Big,red,a
20241117100050255,4,Small,red,a
20241117100050254,7,Big,green,a
20241117100050253,6,Big,red,a
20241117100050252,1,Small,green,a
20241117100050251,8,Big,red,a
20241117100050250,4,Small,red,a
20241117100050249,6,Big,red,a
20241117100050248,2,Small,red,a
20241117100050247,4,Small,red,a
20241117100050246,5,Big,green,pink
20241117100050245,3,Small,green,a
20241117100050244,4,Small,red,a
20241117100050243,8,Big,red,a
20241117100050242,5,Big,green,pink
20241117100050241,5,Big,green,pink
20241117100050240,8,Big,red,a
20241117100050239,2,Small,red,a
20241117100050238,1,Small,green,a
20241117100050237,4,Small,red,a
20241117100050236,6,Big,red,a
20241117100050235,1,Small,green,a
20241117100050234,8,Big,red,a
20241117100050233,9,Big,green,a
20241117100050232,4,Small,red,a
20241117100050231,3,Small,green,a
20241117100050230,6,Big,red,a
20241117100050229,4,Small,red,a
20241117100050228,8,Big,red,a
20241117100050227,0,Small,red,pink
20241117100050226,8,Big,red,a
20241117100050225,9,Big,green,a
20241117100050224,0,Small,red,pink
20241117100050223,4,Small,red,a
20241117100050222,6,Big,red,a
20241117100050221,1,Small,green,a
20241117100050220,3,Small,green,a
20241117100050219,8,Big,red,a
20241117100050218,6,Big,red,a
20241117100050217,2,Small,red,a
20241117100050216,7,Big,green,a
20241117100050215,4,Small,red,a
20241117100050214,9,Big,green,a
20241117100050213,9,Big,green,a
20241117100050212,5,Big,green,pink
20241117100050211,5,Big,green,pink
20241117100050210,4,Small,red,a
20241117100050209,2,Small,red,a
20241117100050208,2,Small,red,a
20241117100050207,6,Big,red,a
20241117100050206,1,Small,green,a
20241117100050205,0,Small,red,pink
20241117100050204,6,Big,red,a
20241117100050203,5,Big,green,pink
20241117100050202,7,Big,green,a
20241117100050201,4,Small,red,a
20241117100050200,8,Big,red,a
20241117100050199,0,Small,red,pink
20241117100050198,7,Big,green,a
20241117100050197,2,Small,red,a
20241117100050196,5,Big,green,pink
20241117100050195,4,Small,red,a
20241117100050194,0,Small,red,pink
20241117100050193,0,Small,red,pink
20241117100050192,4,Small,red,a
20241117100050191,2,Small,red,a
20241117100050190,5,Big,green,pink
20241117100050189,2,Small,red,a
20241117100050188,1,Small,green,a
20241117100050187,4,Small,red,a
20241117100050186,2,Small,red,a
20241117100050185,7,Big,green,a
20241117100050184,6,Big,red,a
20241117100050183,7,Big,green,a
20241117100050182,5,Big,green,pink
20241117100050181,3,Small,green,a
20241117100050180,9,Big,green,a
20241117100050179,8,Big,red,a
20241117100050178,4,Small,red,a
20241117100050177,3,Small,green,a
20241117100050176,4,Small,red,a
20241117100050175,1,Small,green,a
20241117100050174,4,Small,red,a
20241117100050173,2,Small,red,a
20241117100050172,4,Small,red,a
20241117100050171,3,Small,green,a
20241117100050170,5,Big,green,pink
20241117100050169,3,Small,green,a
20241117100050168,6,Big,red,a
20241117100050167,1,Small,green,a
20241117100050166,9,Big,green,a
20241117100050165,7,Big,green,a
20241117100050164,6,Big,red,a
20241117100050163,8,Big,red,a
20241117100050162,4,Small,red,a
20241117100050161,7,Big,green,a
20241117100050160,5,Big,green,pink
20241117100050159,5,Big,green,pink
20241117100050158,7,Big,green,a
20241117100050157,7,Big,green,a
20241117100050156,5,Big,green,pink
20241117100050155,9,Big,green,a
20241117100050154,4,Small,red,a
20241117100050153,6,Big,red,a
20241117100050152,2,Small,red,a
20241117100050151,1,Small,green,a
20241117100050150,3,Small,green,a
20241117100050149,8,Big,red,a
20241117100050148,9,Big,green,a
20241117100050147,5,Big,green,pink
20241117100050146,8,Big,red,a
20241117100050145,3,Small,green,a
20241117100050144,2,Small,red,a
20241117100050143,1,Small,green,a
20241117100050142,5,Big,green,pink
20241117100050141,5,Big,green,pink
20241117100050140,7,Big,green,a
20241117100050139,6,Big,red,a
20241117100050138,5,Big,green,pink
20241117100050137,8,Big,red,a
20241117100050136,2,Small,red,a
20241117100050135,5,Big,green,pink
20241117100050134,7,Big,green,a
20241117100050133,0,Small,red,pink
20241117100050132,0,Small,red,pink
20241117100050131,1,Small,green,a
20241117100050130,9,Big,green,a
20241117100050129,1,Small,green,a
20241117100050128,6,Big,red,a
20241117100050127,3,Small,green,a
20241117100050126,0,Small,red,pink
20241117100050125,3,Small,green,a
20241117100050124,9,Big,green,a
20241117100050123,5,Big,green,pink
20241117100050122,5,Big,green,pink
20241117100050121,0,Small,red,pink
20241117100050120,6,Big,red,a
20241117100050119,5,Big,green,pink
20241117100050118,9,Big,green,a
20241117100050117,5,Big,green,pink
20241117100050116,8,Big,red,a
20241117100050115,8,Big,red,a
20241117100050114,3,Small,green,a
20241117100050113,5,Big,green,pink
20241117100050112,4,Small,red,a
20241117100050111,0,Small,red,pink
20241117100050110,5,Big,green,pink
20241117100050109,8,Big,red,a
20241117100050108,9,Big,green,a
20241117100050107,7,Big,green,a
20241117100050106,6,Big,red,a
20241117100050105,4,Small,red,a
20241117100050104,7,Big,green,a
20241117100050103,8,Big,red,a
20241117100050102,9,Big,green,a
20241117100050101,1,Small,green,a
20241117100050100,1,Small,green,a
20241117100050099,8,Big,red,a
20241117100050098,4,Small,red,a
20241117100050097,7,Big,green,a
20241117100050096,5,Big,green,pink
20241117100050095,9,Big,green,a
20241117100050094,9,Big,green,a
20241117100050093,5,Big,green,pink
20241117100050092,7,Big,green,a
20241117100050091,3,Small,green,a
20241117100050090,9,Big,green,a
20241117100050089,2,Small,red,a
20241117100050058,6,Big,red,a
20241117100050057,7,Big,green,a
20241117100050056,8,Big,red,a
20241117100050055,7,Big,green,a
20241117100050054,5,Big,green,pink
20241117100050053,3,Small,green,a
20241117100050052,2,Small,red,a
20241117100050051,0,Small,red,pink
20241117100050050,6,Big,red,a
20241117100050049,0,Small,red,pink
20241117100050038,3,Small,green,a
20241117100050037,1,Small,green,a
20241117100050036,8,Big,red,a
20241117100050035,1,Small,green,a
20241117100050034,0,Small,red,pink
20241117100050033,8,Big,red,a
20241117100050032,9,Big,green,a
20241117100050031,9,Big,green,a
20241117100050030,6,Big,red,a
20241117100050029,6,Big,red,a
20241117100050028,9,Big,green,a
20241117100050027,2,Small,red,a
20241117100050026,3,Small,green,a
20241117100050025,7,Big,green,a
20241117100050024,4,Small,red,a
20241117100050023,6,Big,red,a
20241117100050022,7,Big,green,a
20241117100050021,4,Small,red,a
20241117100050020,4,Small,red,a
20241117100050019,0,Small,red,pink
20241117100050018,2,Small,red,a
20241117100050017,6,Big,red,a
20241117100050016,9,Big,green,a
20241117100050015,0,Small,red,pink
20241117100050014,8,Big,red,a
20241117100050013,4,Small,red,a
20241117100050012,8,Big,red,a
20241117100050011,3,Small,green,a
20241117100050010,9,Big,green,a
20241117100050009,3,Small,green,a
20241117100050008,8,Big,red,a
20241117100050007,4,Small,red,a
20241117100050006,8,Big,red,a
20241117100050005,0,Small,red,pink
20241117100050004,0,Small,red,pink
20241117100050003,1,Small,green,a
20241117100050002,3,Small,green,a
20241117100050001,3,Small,green,a
20241116100052880,0,Small,red,pink
20241116100052879,3,Small,green,a
20241116100052878,1,Small,green,a
20241116100052877,0,Small,red,pink
20241116100052876,9,Big,green,a
20241116100052875,1,Small,green,a
20241116100052874,5,Big,green,pink
20241116100052873,1,Small,green,a
20241116100052872,0,Small,red,pink
20241116100052871,7,Big,green,a
20241116100052870,3,Small,green,a
20241116100052869,7,Big,green,a
20241116100052868,6,Big,red,a
20241116100052867,6,Big,red,a
20241116100052866,0,Small,red,pink
20241116100052865,2,Small,red,a
20241116100052864,4,Small,red,a
20241116100052863,4,Small,red,a
20241116100052862,2,Small,red,a
